label,open,high,low,close,high_ewma,low_ewma,close_ewma,open_ewma,Volatility
0.00366375,-0.00060988,0.00203293,-0.00630209,-0.00121976,0.005386386840626447,-0.0024578849973028,0.002365646395664228,0.000686737612709502,0.004660135476754301
-0.00263638,0.00142479,0.00569917,-0.000407083,0.00366375,0.005448880343412572,-0.0020481385116258885,0.002625005120017265,0.0008341991289043709,0.003755430390745386
0.00650671,-0.00202799,0.0,-0.00344758,-0.00263638,0.004379432679497529,-0.002322805844399462,0.001592357003168392,0.0002724394122883943,0.00412591371482717
0.0030303,-0.00345669,0.00772672,-0.00427003,0.00650671,0.0050270435848401894,-0.0026995418331475876,0.002543153361149931,-0.0004490477633238574,0.003808259099405927
0.00040282,0.00181818,0.00525253,0.0,0.0030303,0.005070166591826226,-0.002183269661063891,0.0026363174122767683,-1.5453222351364926e-05,0.0033203212953953785
-0.00362392,-0.00140987,0.00241692,-0.00241692,0.00040282,0.004567486480295446,-0.0022275367031086963,0.002213162349431962,-0.00027963732927462943,0.0033916748976949495
-0.00356365,-0.00314961,-0.0011811,-0.00984252,-0.00570866,0.003486626040165855,-0.0036593207122855753,0.0007236858632409774,-0.0008192551874512527,0.004272886196604638
0.00158951,0.00158384,0.00356365,-0.0134627,-0.00356365,0.0035010189450491646,-0.00549120660762137,-7.745727994853125e-05,-0.00037020633910585607,0.004580286390612127
0.011704,-0.00298033,0.00337771,-0.00417246,0.00158951,0.0034780927545096352,-0.005246018912700855,0.00023247327268106888,-0.0008554930501188606,0.00378841896786993
0.00470588,0.00198373,0.0142829,0.000991867,0.011704,0.005478758381769651,-0.004090984523955155,0.00235659161131414,-0.0003297700237439142,0.0051573534201634
0.0124902,0.00392157,0.00980392,0.000784314,0.00470588,0.006276953395384921,-0.00319126346953151,0.0027901454164458296,0.0004548014461018372,0.005166271157917371
-0.0040478,-0.00078064,0.014637,-0.00078064,0.0124902,0.007815575369862993,-0.002747601081290012,0.004575388710143995,0.00022742503935981097,0.006148518462652518
-0.0027095,0.00077101,0.00809561,-0.00481881,-0.0040478,0.007866999753967013,-0.0031279491937477614,0.0029918625290608195,0.0003272466999717627,0.006302772176779657
0.000776247,0.00212889,0.00290304,-0.00425779,-0.0027095,0.006957092885484104,-0.0033350519828224713,0.0019467877939649718,0.0006574926516924261,0.006359627132186639
-0.0106651,0.00174656,0.00834465,0.0,0.000776247,0.007211058752480648,-0.002724634321858975,0.0017325426256153767,0.0008568256596364327,0.006350694452955415
-0.0164641,-0.00329649,-0.00329649,-0.015319,-0.0106651,0.005290181885226314,-0.005027000578610502,-0.0005338608419306312,9.756123356205129e-05,0.007445598500475866
-0.00657633,0.000784006,0.00313603,-0.0186201,-0.0164641,0.004896772929937094,-0.007509484325084823,-0.0034431722919099697,0.00022292542922541062,0.009041110861957248
0.00822467,0.00398565,0.00557991,-0.00657633,-0.00657633,0.005021432066404469,-0.007339201936010025,-0.004014912212670871,0.000909548972746682,0.00919897210570715
-0.0051731,0.00120361,0.0112337,-0.00300903,0.00822467,0.006154299078018423,-0.0065495532934597535,-0.0017829062733123444,0.0009631738390173462,0.00962929912053843
-0.012,0.000795862,0.00756068,-0.0147234,-0.0051731,0.006410627418102496,-0.008039326459208494,-0.0024008062440406645,0.0009326794222477394,0.008737893521892384
-0.0097166,-0.0088,-0.0052,-0.0138,-0.012,0.0042953998742309854,-0.009088807672061452,-0.0041495902072489965,-0.0008404229992038609,0.008920352528922659
-0.00470155,0.00303644,0.00404858,-0.0121457,-0.0097166,0.0042504504332437345,-0.009645511631688562,-0.0051634225776541875,-0.00013439061367850113,0.007029423078845343
0.00616143,0.00286182,0.00470155,-0.00633688,-0.00470155,0.004332577814148518,-0.009043140735517602,-0.00507933385775751,0.0004111007777452592,0.007013976322308448
-0.0126556,0.00349148,0.00883138,0.000616143,0.00616143,0.005151433306771683,-0.0072849932965149775,-0.0030333312006163267,0.0009717801188904088,0.007959632550822793
0.0020674,0.00224536,0.00510308,-0.0169422,-0.0126556,0.005142633958646447,-0.009042414440483156,-0.004784394335143588,0.0012035465375160725,0.00800723524883284
-0.00701465,-0.0020674,0.00392805,-0.00826959,0.0020674,0.004921639456274219,-0.008901798428366544,-0.0035377049904733626,0.000608395253655799,0.008254507240938532
0.000623312,-0.00061894,0.00639571,-0.0103157,-0.00701465,0.0051898121859581875,-0.00915902481796051,-0.0041702539808419455,0.0003851102510409779,0.007291637340000529
0.00332226,0.00145439,0.00311656,-0.00893414,0.000623312,0.004812673252856979,-0.00911811671189859,-0.00329827112607435,0.0005796196437913619,0.007379093327716936
-0.0122103,0.000415282,0.00560631,-0.00290698,0.00332226,0.004957028463559466,-0.007988368181508916,-0.0020940575244395403,0.0005497281408068396,0.006646056026034316
-0.000419024,-0.00600166,0.00186258,-0.0159354,-0.0122103,0.004394217666001487,-0.0094337550957375,-0.003933975223185429,-0.0006418224789756904,0.007148395664588456
-0.0192832,-0.000419024,0.00460926,-0.00314268,-0.000419024,0.0044333267222754665,-0.00828961754213037,-0.0032947223717501336,-0.0006013028376102024,0.006745307862423507
-0.00491558,-0.00419199,-0.00419199,-0.0194928,-0.0192832,0.0028647443926009507,-0.01032700522369226,-0.006202353974575825,-0.0012542978076114774,0.008244039447482388
0.0165378,-0.00149605,0.00320581,-0.00598418,-0.00491558,0.0029267674154031674,-0.009537259374120395,-0.005968353213915612,-0.0012982606153989417,0.008245155357565296
0.00866258,0.00064433,0.0180412,-0.00322165,0.0165378,0.005675248306901951,-0.008388798683599308,-0.0018757264015382559,-0.0009450106236083124,0.010157626203190866
0.0121491,0.000211282,0.0101416,-0.00443693,0.00866258,0.00648740949991853,-0.007670191058123539,4.0558765318099076e-05,-0.0007347504244132507,0.010234831945247125
-0.0031043,-0.000837872,0.0127775,-0.00397989,0.0121491,0.007631174372452397,-0.0069991614887872,0.002242327423762304,-0.000753501638844099,0.011062417123439661
-0.0126635,-0.00455298,0.00331126,-0.00745033,-0.0031043,0.006845672432122299,-0.00708119870305085,0.0012701354186686461,-0.001444371264400102,0.01086425543276426
-0.0216569,0.00415196,0.00622794,-0.0155699,-0.0126635,0.00673335007802189,-0.008624700166383042,-0.0012634189974800067,-0.0004267897529623343,0.01158654028327259
-0.00107458,-0.00336417,-0.00126156,-0.0218671,-0.0216569,0.0052796520600669914,-0.011032538428881451,-0.004971523606944137,-0.0009608875478627405,0.013098974447602454
0.0172117,-0.00236407,0.0070922,-0.00558779,-0.00107458,0.005609220699916495,-0.01004254070551337,-0.004262957297708605,-0.001216022831196907,0.012763228740459811
-0.00232657,0.00172117,0.0189329,0.000430293,0.0172117,0.008031794865194048,-0.0081383207223691,-0.00035833389707692627,-0.0006819685875427937,0.014228075401534498
0.00275599,0.00169205,0.00676819,-0.00930626,-0.00232657,0.007802041773760132,-0.008350679559402848,-0.000716205524335164,-0.00025031615834312067,0.012712008211913688
0.0103594,0.00169599,0.00551198,-0.00254399,0.00275599,0.0073856568934626155,-0.007294892433998411,-8.488206645480624e-05,0.00010356619804125599,0.01255375713850709
0.00732371,0.00422833,0.0139535,0.00295983,0.0103594,0.008579833679677787,-0.005430360763384708,0.0018141156699602538,0.0008535380078149869,0.011873174413100594
-0.00415455,0.000627746,0.0094162,-0.00292948,0.00732371,0.00873190273120228,-0.004975647850605948,0.0028158762187722826,0.0008124842546497371,0.011784779007286614
0.0,0.00270046,0.00394682,-0.00810137,-0.00415455,0.007861876230800806,-0.005543968453535504,0.0015485093057865569,0.0011557570929350738,0.011166765446687472
-0.00292032,-0.00166875,0.00500626,-0.00563204,0.0,0.007342667684981542,-0.00555998163453464,0.0012669591254181086,0.0006422048149499611,0.011136627077595999
0.0196653,0.000834376,0.00146016,-0.00771798,-0.00292032,0.006273111403562799,-0.005952348432961033,0.0005056289359007152,0.000677145338462188,0.010344750771290077
0.0020517,0.0,0.0200837,-0.00041841,0.0196653,0.00878414562508421,-0.004946170550829164,0.003989230621599921,0.0005540271160961334,0.008592457375123059
0.0045045,0.000820681,0.00287238,-0.00410341,0.0020517,0.007709272804039177,-0.004792940455425592,0.0036369502476514735,0.0006025099265814155,0.00841469125781438
0.00285365,0.00143325,0.00634726,-0.00389025,0.0045045,0.007461632916592028,-0.004628814125542147,0.0037946873279412203,0.0007535543056570891,0.007243007177911055
-0.00345528,0.00305748,0.00611496,-0.00264982,0.00285365,0.007216782328028727,-0.004268995590222851,0.00362358895597014,0.0011724515414413814,0.0069409827200729345
0.00387518,-0.00304878,-0.000406504,-0.00853659,-0.00345528,0.005830725787955287,-0.005044924354737988,0.0023365177126048885,0.0004049524165997641,0.007354523559934537
-0.00304754,-0.0061187,0.00387518,-0.00877014,0.00387518,0.005475171067964768,-0.005722238081582679,0.002616275232027005,-0.0007811693416255323,0.0069704032961522356
-0.0163032,-0.00203169,0.00182852,-0.00426656,-0.00304754,0.004812142166329246,-0.0054575687667569725,0.0015864884160229009,-0.0010085372260601952,0.007022736504168597
0.00352186,-0.000407581,0.00203791,-0.0177298,-0.0163032,0.004307735424869091,-0.007688887486918835,-0.001666187963835874,-0.0008992722642353528,0.008973509232459292
-0.0144509,-0.00165734,0.0051792,-0.00621504,0.00352186,0.004466183758961185,-0.007420914828393928,-0.0007229051494584921,-0.0010371029613039406,0.009011040039212699
0.00837872,-0.00330306,-0.000825764,-0.0177539,-0.0144509,0.003504010298791506,-0.00929964163169817,-0.003218907171430443,-0.0014490956384474525,0.01023379789557463
0.00727046,0.00272308,0.00984499,0.00188521,0.00837872,0.004656916816985918,-0.007266030272121571,-0.0011102456409444715,-0.0006905175140448046,0.008243141436378686
0.00494947,0.00436228,0.0124636,0.00415455,0.00727046,0.006076314885490884,-0.005189559484280963,0.0004135202299887581,0.0002281736719362914,0.008628573016722789
0.00123127,0.00247474,0.00639307,-0.00247474,0.00494947,0.006133906761877659,-0.004695955621267038,0.0012382389053476389,0.0006366405421904509,0.00865940221044129
0.00348432,0.00307819,0.00410425,-0.00205212,0.00123127,0.005764878063721958,-0.00421525798027711,0.0012369718309751079,0.0010805588611995673,0.008601663984083024
-0.00224673,-0.00368928,0.00553392,-0.00778848,0.00348432,0.005722885670252097,-0.004864934993451285,0.0016455807665395911,0.00021331505503199914,0.008643740656984358
0.00429887,0.00306373,0.00531046,-0.00388072,-0.00224673,0.0056478991580911015,-0.004685986749200736,0.0009378876482836701,0.0007315725020140825,0.008546449901079846
0.00183449,0.00266121,0.009826,0.00122825,0.00429887,0.0064075540776000976,-0.003610670663814304,0.0015489755263583696,0.0010824157855247572,0.008639501792037929
0.00773143,-0.00101916,0.00224215,-0.00958011,0.00183449,0.005650207701420349,-0.0046960235287132664,0.0016008872611939344,0.0007003110063045622,0.006463192936852406
-0.00242277,0.00183113,0.0101729,0.00183113,0.00773143,0.0064725155522005326,-0.003509268110575689,0.002715531612578807,0.0009059144997412334,0.006717902458646511
-0.00566687,0.000201898,0.00121139,-0.00747022,-0.00242277,0.005515947117576157,-0.004229441296122328,0.0017812948068982061,0.0007779114793940896,0.00386815766040587
-0.022186,-0.00242866,-0.00101194,-0.0115361,-0.00566687,0.004329058396024248,-0.005557924870005194,0.00042708284729408034,0.00019489840714047535,0.004394285961210681
0.005204,-0.0136373,-0.0111948,-0.0234073,-0.022186,0.0015065383866170574,-0.008803266148867162,-0.003684387199818451,-0.0023200470260285795,0.008478321976309537
0.00393456,0.00270608,0.005204,-0.00187344,0.005204,0.0021788041931695566,-0.007543297648213985,-0.0020683166588264684,-0.0014062056688232656,0.008498190324977622
-0.00536304,0.000207082,0.00476289,-0.00269207,0.00393456,0.002648638009774797,-0.006661256194653695,-0.000976884461113843,-0.0011128806171853262,0.00861478942988677
-0.00829531,0.00165017,0.00371287,-0.00598185,-0.00536304,0.002842134746573687,-0.006537727788409655,-0.0017743673329520173,-0.0006105077483502281,0.008602630565998335
