-0.0060141,0.00374065,0.00623441,-0.0014547,0.00207814
0.0033382,-0.00456242,-0.00103691,-0.00663625,-0.0060141
-0.0033271,0.00292093,0.0066764,0.00208638,0.0033382
0.00855414,-0.00249532,0.00374298,-0.00644625,-0.0033271
0.00186181,0.00208638,0.012101,0.00208638,0.00855414
0.000825934,0.000206868,0.00206868,-0.00124121,0.00186181
0.00288838,0.0037167,0.00474912,-0.00206484,0.000825934
0.0086402,0.00206313,0.00371364,-0.000825253,0.00288838
0.00326331,0.000617157,0.011726,-0.00185147,0.0086402
-0.00121976,0.000407914,0.0061187,-0.00101978,0.00326331
0.00366375,-0.00060988,0.00203293,-0.00630209,-0.00121976
-0.00263638,0.00142479,0.00569917,-0.000407083,0.00366375
0.00650671,-0.00202799,0,-0.00344758,-0.00263638
0.0030303,-0.00345669,0.00772672,-0.00427003,0.00650671
0.00040282,0.00181818,0.00525253,0,0.0030303
-0.00362392,-0.00140987,0.00241692,-0.00241692,0.00040282
-0.00356365,-0.00314961,-0.0011811,-0.00984252,-0.00570866
0.00158951,0.00158384,0.00356365,-0.0134627,-0.00356365
0.011704,-0.00298033,0.00337771,-0.00417246,0.00158951
0.00470588,0.00198373,0.0142829,0.000991867,0.011704
0.0124902,0.00392157,0.00980392,0.000784314,0.00470588
-0.0040478,-0.00078064,0.014637,-0.00078064,0.0124902
-0.0027095,0.00077101,0.00809561,-0.00481881,-0.0040478
0.000776247,0.00212889,0.00290304,-0.00425779,-0.0027095
-0.0106651,0.00174656,0.00834465,0,0.000776247
-0.0164641,-0.00329649,-0.00329649,-0.015319,-0.0106651
-0.00657633,0.000784006,0.00313603,-0.0186201,-0.0164641
0.00822467,0.00398565,0.00557991,-0.00657633,-0.00657633
-0.0051731,0.00120361,0.0112337,-0.00300903,0.00822467
-0.012,0.000795862,0.00756068,-0.0147234,-0.0051731
-0.0097166,-0.0088,-0.0052,-0.0138,-0.012
-0.00470155,0.00303644,0.00404858,-0.0121457,-0.0097166
0.00616143,0.00286182,0.00470155,-0.00633688,-0.00470155
-0.0126556,0.00349148,0.00883138,0.000616143,0.00616143
0.0020674,0.00224536,0.00510308,-0.0169422,-0.0126556
-0.00701465,-0.0020674,0.00392805,-0.00826959,0.0020674
0.000623312,-0.00061894,0.00639571,-0.0103157,-0.00701465
0.00332226,0.00145439,0.00311656,-0.00893414,0.000623312
-0.0122103,0.000415282,0.00560631,-0.00290698,0.00332226
-0.000419024,-0.00600166,0.00186258,-0.0159354,-0.0122103
-0.0192832,-0.000419024,0.00460926,-0.00314268,-0.000419024
-0.00491558,-0.00419199,-0.00419199,-0.0194928,-0.0192832
0.0165378,-0.00149605,0.00320581,-0.00598418,-0.00491558
0.00866258,0.00064433,0.0180412,-0.00322165,0.0165378
0.0121491,0.000211282,0.0101416,-0.00443693,0.00866258
-0.0031043,-0.000837872,0.0127775,-0.00397989,0.0121491
-0.0126635,-0.00455298,0.00331126,-0.00745033,-0.0031043
-0.0216569,0.00415196,0.00622794,-0.0155699,-0.0126635
-0.00107458,-0.00336417,-0.00126156,-0.0218671,-0.0216569
0.0172117,-0.00236407,0.0070922,-0.00558779,-0.00107458
-0.00232657,0.00172117,0.0189329,0.000430293,0.0172117
0.00275599,0.00169205,0.00676819,-0.00930626,-0.00232657
0.0103594,0.00169599,0.00551198,-0.00254399,0.00275599
0.00732371,0.00422833,0.0139535,0.00295983,0.0103594
-0.00415455,0.000627746,0.0094162,-0.00292948,0.00732371
0,0.00270046,0.00394682,-0.00810137,-0.00415455
-0.00292032,-0.00166875,0.00500626,-0.00563204,0
0.0196653,0.000834376,0.00146016,-0.00771798,-0.00292032
0.0020517,0,0.0200837,-0.00041841,0.0196653
0.0045045,0.000820681,0.00287238,-0.00410341,0.0020517
0.00285365,0.00143325,0.00634726,-0.00389025,0.0045045
-0.00345528,0.00305748,0.00611496,-0.00264982,0.00285365
0.00387518,-0.00304878,-0.000406504,-0.00853659,-0.00345528
-0.00304754,-0.0061187,0.00387518,-0.00877014,0.00387518
-0.0163032,-0.00203169,0.00182852,-0.00426656,-0.00304754
0.00352186,-0.000407581,0.00203791,-0.0177298,-0.0163032
-0.0144509,-0.00165734,0.0051792,-0.00621504,0.00352186
0.00837872,-0.00330306,-0.000825764,-0.0177539,-0.0144509
0.00727046,0.00272308,0.00984499,0.00188521,0.00837872
0.00494947,0.00436228,0.0124636,0.00415455,0.00727046
0.00123127,0.00247474,0.00639307,-0.00247474,0.00494947
0.00348432,0.00307819,0.00410425,-0.00205212,0.00123127
-0.00224673,-0.00368928,0.00553392,-0.00778848,0.00348432
0.00429887,0.00306373,0.00531046,-0.00388072,-0.00224673
0.00183449,0.00266121,0.009826,0.00122825,0.00429887
0.00773143,-0.00101916,0.00224215,-0.00958011,0.00183449
-0.00242277,0.00183113,0.0101729,0.00183113,0.00773143
-0.00566687,0.000201898,0.00121139,-0.00747022,-0.00242277
-0.022186,-0.00242866,-0.00101194,-0.0115361,-0.00566687
0.005204,-0.0136373,-0.0111948,-0.0234073,-0.022186
